Name,Alias,Nuttin
13313600,Buildings only - Donations OLB,
13314000,Impairment Reversal - OLB,
13315000,Impairment Losses - OLB,
13316600,Buildings only - Disposals OLB,
13317000,Revaluations - OLB,
13318000,Reclassification - OLB,
13319000,Transfers - OLB,
13320000,amortisation - OLB,
13321000,Accum. amortisation. BF- OLB,
13322000,Current amortisation. - OLB,
13324000,Impairment Reversal amortisation. - OLB,
13325000,Impairment amortisation. - OLB,
13326600,Buildings only - Disposal amortisation OLB,
13327000,Revaluations amortisation. - OLB,
13328000,Reclassification amortisation. - OLB,
13329000,Transfers amortisation. - OLB,
13400000,Infrastructure Assets (IA),
13410000,Gross BV - IA,
13411000,Gross BV BF - IA,
13412000,Additions - IA,
13413000,Donations - IA,
13414000,Impairment Reversal - IA,
13415000,Impairment losses - IA,
13416000,Disposals GBV - IA,
13417000,Revaluations - IA,
13418000,Reclassification - IA,
13419000,Transfers - IA,
13420000,amortisation - IA,
13421000,Accum. amortisation. BF- IA,
13422000,Current amortisation. - IA,
13424000,Impairment Reversal amortisation. - IA,
13425000,Impairment amortisation. - IA,
13426000,Disposal amortisation. - IA,
13427000,Revaluations amortisation. - IA,
13428000,Reclassification amortisation. - IA,
13429000,Transfers amortisation. - IA,
13500000,Payments on Account & Assets under Construction (PoA & AuC),
13511000,Net Book Value BF - PoA & AuC,
13512000,Additions - PoA & AuC,
13512200,New dwellings and improvements to existing dwellings (PoA & AuC),
13512400,Other new construction & improv to existing constructions / land (PoA & AuC),
13512500,Land & improvement to existing land (PoA & AuC),x
13512600,Construction of plant machinery and equipment (PoA & AuC),
13515000,Impairment losses - PoA & AuC,x
13517000,Revaluation - PoA & AuC,
13518000,Reclassification - PoA & AuC,
13518500,Transfers - PoA & AuC,
13519000,Write offs - PoA & AuC,
13600000,Single Use Military Equipment (SUME),
13610000,Gross BV - SUME,
13611000,Gross BV BF - SUME,
13612000,Additions - SUME,
13614000,Impairment Reversal - SUME,
13615000,Impairment Losses - SUME,
13616000,Disposals GBV - SUME,
13617000,Revaluations - SUME,
13618000,Reclassification - SUME,
13619000,Transfers - SUME,
13612500,Capitalised provisions - SUME,
13620000,amortisation - SUME,
13621000,Accum. amortisation. BF- SUME,
13622000,Current amortisation. - SUME,
13624000,Impairment Reversal amortisation. - SUME,
13625000,Impairment amortisation. - SUME,
13626000,Disposal amortisation. - SUME,
13627000,Revaluations amortisation. - SUME,
13628000,Reclassification amortisation. - SUME,
13629000,Transfers amortisation. - SUME,
13700000,Information Technology (IT) - Hardware and Equipment (HWE) - (IT-HWE),
13710000,Gross BV - (IT-HWE),
13711000,Gross BV BF - (IT-HWE),
13712000,Additions - (IT-HWE),
13713000,Donations - (IT-HWE),
13714000,Impairment Reversal - (IT-HWE),
13715000,Impairment losses - (IT-HWE),
13716000,Disposals GBV - (IT-HWE),
13717000,Revaluations - (IT-HWE),
13718000,Reclassification - (IT-HWE),
13719000,Transfers - (IT-HWE),
13720000,amortisation. - IT,
13721000,Accum. amortisation. BF- IT,
13722000,Current amortisation. - IT,
13724000,Impairment Reversal amortisation. - IT,
13725000,Impairment amortisation. - IT,
13726000,Disposal amortisation. - IT,
13727000,Revaluations amortisation. - IT,
13728000,Reclassification amortisation. - IT,
13729000,Transfers amortisation. - IT,
13800000,Plant & Machinery (P&M),
13810000,Gross BV - P&M,
13811000,Gross BV BF - P&M,
13812000,Additions - P&M,
13813000,Donations - P&M,
13814000,Impairment Reversal - P&M,
13815000,Impairment losses - P&M,
13816000,Disposals GBV - P&M,
13817000,Revaluations - P&M,
13818000,Reclassification - P&M,
13819000,Transfers - P&M,
13820000,amortisation - P&M,
13821000,Accum. amortisation. BF- P&M,
13822000,Current amortisation. - P&M,
13824000,Impairment Reversal amortisation. - P&M,
13825000,Impairment amortisation. - P&M,
13826000,Disposal amortisation. - P&M,
13827000,Revaluations amortisation. - P&M,
13827500,Transfers amortisation. - P&M,
13828000,Reclassification amortisation. - P&M,
13900000,Furniture & Fittings (F&F),
13910000,Gross BV - F&F,
13911000,Gross BV BF - F&F,
13912000,Additions - F&F,
13913000,Donations - F&F,
13914000,Impairment Reversal - F&F,
13915000,Impairment losses - F&F,
13916000,Disposals GBV - F&F,
13917000,Revaluations - F&F,
13918000,Reclassification - F&F,
13919000,Transfers - F&F,
13920000,amortisation - F&F,
13921000,Accum. amortisation. BF- F&F,
13922000,Current amortisation. - F&F,
13924000,Impairment Reversal amortisation. - F&F,
13925000,Impairment amortisation. - F&F,
13926000,Disposal amortisation. - F&F,
13927000,Revaluations amortisation. - F&F,
13928000,Reclassification amortisation. - F&F,
13929000,Transfers amortisation. - F&F,
14000000,Transport Equipment (TE),
14010000,Gross BV - TE,
14011000,Gross BV BF - TE,
14012000,Additions - TE,
14013000,Donations - TE,
14014000,Impairment Reversal - TE,
14015000,Impairment losses - TE,
14016000,Disposals GBV - TE,
14017000,Revaluations - TE,
14018000,Reclassification - TE,
14019000,Transfers - TE,
14020000,amortisation - TE,
14021000,Accum. amortisation. BF- TE,
14022000,Current amortisation. - TE,
14024000,Impairment Reversal amortisation. - TE,
14025000,Impairment amortisation. - TE,
14026000,Disposal amortisation. - TE,
14027000,Revaluations amortisation. - TE,
14028000,Reclassification amortisation. - TE,
14029000,Transfers amortisation. - TE,
14100000,Antiques and Works of Art (AWA),
14110000,Gross BV - AWA,
14111000,Gross BV BF - AWA,
14112000,Additions - AWA,
14113000,Donations - AWA,
14114000,Impairment Reversal - AWA,
14115000,Impairment losses - AWA,
14116000,Disposals GBV - AWA,
14117000,Revaluations - AWA,
14118000,Reclassification - AWA,
14119000,Transfers - AWA,
14120000,amortisation - AWA,
14121000,Accum. amortisation. BF- AWA,
14122000,Current amortisation. - AWA,
14124000,Impairment Reversal amortisation. - AWA,
14125000,Impairment amortisation. - AWA,
14126000,Disposal amortisation. - AWA,
14127000,Revaluations amortisation. - AWA,
14128000,Reclassification amortisation. - AWA,
14129000,Transfers amortisation. - AWA,
14200000,Cultivated Assets (CA),
14210000,Gross BV - CA,
14211000,Gross BV BF - CA,
14212000,Additions - CA,
14213000,Donations - CA,
14214000,Impairment Reversal - CA,
14215000,Impairment losses - CA,
14216000,Disposals GBV - CA,
14217000,Revaluations - CA,
14218000,Reclassification - CA,
14219000,Transfers - CA,
14220000,amortisation - CA,
14221000,Accum. amortisation. BF- CA,
14222000,Current amortisation. - CA,
14224000,Impairment Reversal amortisation. - CA,
14225000,Impairment amortisation. - CA,
14226000,Disposal amortisation. - CA,
14227000,Revaluations amortisation. - CA,
14228000,Reclassification amortisation. - CA,
14229000,Transfers amortisation. - CA,
15500000,WGA LG Only Asset codes,
15510000,Community Assets,
15511000,Gross BV - Community Assets,
15512000,Opening Bal - Community Assets,
15513000,Additions - Community Assets,
15514000,Disposals - Community Assets,
15515000,Impairments - Community Assets,
15516000,Reclassification - Community Assets,
15517000,Revaluations - Community Assets,
15518000,Other Movements - Community Assets,
15520000,Amortisation. - Community Assets,
15521000,Accum. amortisation. BF - Community Assets,
15522000,Current amortisation. - Community Assets,
15523000,Disposal amortisation. - Community Assets,
15524000,Reclassification amortisation. - Community Assets,
15525000,Revaluation amortisation. - Community Assets,
15526000,Other Movements amortisation. - Community Assets,
15530000,Surplus Assets,
15531000,Gross BV - Surplus Assets,
15532000,Opening Bal - Surplus Assets,
15533000,Additions - Surplus Assets,
15534000,Disposals - Surplus Assets,
15535000,Impairments - Surplus Assets,
15536000,Reclassification - Surplus Assets,
15537000,Revaluations - Surplus Assets,
15538000,Other Movements - Surplus Assets,
15540000,amortisation. - Surplus Assets,
15541000,Accum. amortisation. BF - Surplus Assets,
15542000,Current amortisation. - Surplus Assets,
15543000,Disposal amortisation. - Surplus Assets,
15544000,Reclassification amortisation. - Surplus Assets,
15545000,Revaluation amortisation. - Surplus Assets,
15546000,Other Movements amortisation. - Surplus Assets,
15550000,Deferred Charges,
15551000,Opening Bal - Deferred Charges,
15552000,Additions - Deferred Charges,
15553000,Amortisation in year - Deferred Charges,
15554000,Premiums & Discounts,
15555000,Opening Bal - Premiums & Discounts,
15556000,Additional premiums deferred in year - Premiums & Discounts,
15557000,Additional discounts deferred in year - Premiums & Discounts,
15558000,Net amount amortised in year - Premiums & Discounts,
15000000,TANGIBLE LEASED non current assets,
15200000,Tangible Leased non current assets (PFI),
15210000,Leased Dwellings (L-DW) (PFI),
15211000,Gross BV - L-DW (PFI),
15211100,Gross BV BF - L-DW (PFI),
15211200,Additions - L-DW (PFI),
15211210,Land & buildings - L-DW (PFI),
15211220,Land only - L-DW (PFI),
15211230,Buildings only - L-DW (PFI),
15211300,Impairment Reversal - L-DW (PFI),
15211400,Impairment Losses - L-DW (PFI),
15211500,Disposals GBV - L-DW (PFI),
15211510,Land & buildings - Disposal L-DW (PFI),
15211520,Land only - Disposal L-DW (PFI),
15211530,Buildings only - Disposal L-DW (PFI),
15211600,Revaluations - L-DW (PFI),
15211700,Transfer - L-DW (PFI),
15211800,Reclassification - L-DW (PFI),
15212000,amortisation - L-DW (PFI),
15212100,Accum. amortisation. BF- L-DW (PFI),
15212200,Current amortisation. - L-DW (PFI),
15212300,Impairment Reversal amortisation. - L-DW (PFI),
15212400,Impairment amortisation. - L-DW (PFI),
15212500,Disposal amortisation. - L-DW (PFI),
15212530,Buildings only - Disposal amortisation L-DW (PFI),
15212600,Revaluations amortisation. - L-DW (PFI),
15212700,Transfer amortisation. - L-DW (PFI),
15212800,Reclassification amortisation. - L-DW (PFI),
15220000,Leased Other Land & Buildings (L-OLB) (PFI),
15221000,Gross BV - L-OLB (PFI),
15221100,Gross BV BF - L-OLB (PFI),
15221200,Additions - L-OLB (PFI),
15221210,Land & buildings - L-OLB (PFI),
15221220,Land only - L-OLB (PFI),
15221230,Buildings only - L-OLB (PFI),
15221300,Impairment Reversal - L-OLB (PFI),
15221400,Impairment losses - L-OLB (PFI),
15221500,Disposals GBV - L-OLB (PFI),
15221510,Land & buildings - Disposal L-OLB (PFI),
15221520,Land only - Disposal L-OLB (PFI),
15221530,Buildings only - Disposal L-OLB (PFI),
15221600,Revaluations - L-OLB (PFI),
15221700,Transfer - L - OLB (PFI),
15221800,Reclassification - L-OLB (PFI),
15222000,amortisation - L-OLB (PFI),
15222100,Accum. amortisation. BF- L-OLB (PFI),
15222200,Current amortisation. - L-OLB (PFI),
15222300,Impairment Reversal amortisation. - L-OLB (PFI),
15222400,Impairment amortisation. - L-OLB (PFI),
15222500,Disposal amortisation. - L-OLB (PFI),
15222530,Buildings only - Disposal amortisation L-OLB (PFI),
15222600,Revaluations amortisation. - L-OLB (PFI),
15222700,Transfers amortisation - L-OLB (PFI),
15222800,Reclassification amortisation. - L-OLB (PFI),
15230000,Leased Infrastructure Assets (L-IA) (PFI),
15231000,Gross BV - L-IA (PFI),
15231100,Gross BV BF - L-IA (PFI),
15231200,Additions - L-IA (PFI),
15231300,Impairment Reversal - L-IA (PFI),
15231400,Impairment losses - L-IA (PFI),
15231500,Disposals GBV - L-IA (PFI),
15231600,Revaluations - L-IA (PFI),
15231700,Transfers - L-IA (PFI),
15231800,Reclassification - L-IA (PFI),
15232000,amortisation - L-IA (PFI),
15232100,Accum. amortisation. BF- L-IA (PFI),
15232200,Current amortisation. - L-IA (PFI),
15232300,Impairment Reversal amortisation. - L-IA (PFI),
15232400,Impairment amortisation. - L-IA (PFI),
15232500,Disposal amortisation. - L-IA (PFI),
15232600,Revaluations amortisation. - L-IA (PFI),
15232700,Transfers amortisation - L-IA (PFI),
